1305,11,KABUPATEN TANAH DATAR
1306,11,KABUPATEN PADANG PARIAMAN
1307,11,KABUPATEN AGAM
1308,11,KABUPATEN LIMA PULUH KOTA
1309,11,KABUPATEN PASAMAN
1310,11,KABUPATEN SOLOK SELATAN
1311,11,KABUPATEN DHARMASRAYA
1312,11,KABUPATEN PASAMAN BARAT
1371,11,KOTA PADANG
1372,11,KOTA SOLOK
1373,11,KOTA SAWAH LUNTO
1374,11,KOTA PADANG PANJANG
1375,11,KOTA BUKITTINGGI
1376,11,KOTA PAYAKUMBUH
1377,11,KOTA PARIAMAN
1401,11,KABUPATEN KUANTAN SINGINGI
1402,11,KABUPATEN INDRAGIRI HULU
1403,11,KABUPATEN INDRAGIRI HILIR
1404,11,KABUPATEN PELALAWAN
1405,11,KABUPATEN S I A K
1406,11,KABUPATEN KAMPAR
1407,11,KABUPATEN ROKAN HULU
1408,11,KABUPATEN BENGKALIS
1409,11,KABUPATEN ROKAN HILIR
1410,11,KABUPATEN KEPULAUAN MERANTI
1471,11,KOTA PEKANBARU
1473,11,KOTA D U M A I
1501,11,KABUPATEN KERINCI
1502,11,KABUPATEN MERANGIN
1503,11,KABUPATEN SAROLANGUN
1504,11,KABUPATEN BATANG HARI
1505,11,KABUPATEN MUARO JAMBI
1506,11,KABUPATEN TANJUNG JABUNG TIMUR
1507,11,KABUPATEN TANJUNG JABUNG BARAT
1508,11,KABUPATEN TEBO
1509,11,KABUPATEN BUNGO
1571,11,KOTA JAMBI
1572,11,KOTA SUNGAI PENUH
1601,11,KABUPATEN OGAN KOMERING ULU
1602,11,KABUPATEN OGAN KOMERING ILIR
1603,11,KABUPATEN MUARA ENIM
1604,11,KABUPATEN LAHAT
1605,11,KABUPATEN MUSI RAWAS
1606,11,KABUPATEN MUSI BANYUASIN
1607,11,KABUPATEN BANYU ASIN
1608,11,KABUPATEN OGAN KOMERING ULU SELATAN
1609,11,KABUPATEN OGAN KOMERING ULU TIMUR
1610,11,KABUPATEN OGAN ILIR
1611,11,KABUPATEN EMPAT LAWANG
1612,11,KABUPATEN PENUKAL ABAB LEMATANG ILIR
1613,11,KABUPATEN MUSI RAWAS UTARA
1671,11,KOTA PALEMBANG
1672,11,KOTA PRABUMULIH
1673,11,KOTA PAGAR ALAM
1674,11,KOTA LUBUKLINGGAU
1701,11,KABUPATEN BENGKULU SELATAN
1702,11,KABUPATEN REJANG LEBONG
1703,11,KABUPATEN BENGKULU UTARA
1704,11,KABUPATEN KAUR
1705,11,KABUPATEN SELUMA
1706,11,KABUPATEN MUKOMUKO
1707,11,KABUPATEN LEBONG
1708,11,KABUPATEN KEPAHIANG
1709,11,KABUPATEN BENGKULU TENGAH
1771,11,KOTA BENGKULU
1801,11,KABUPATEN LAMPUNG BARAT
1802,11,KABUPATEN TANGGAMUS
1803,11,KABUPATEN LAMPUNG SELATAN
1804,11,KABUPATEN LAMPUNG TIMUR
1805,11,KABUPATEN LAMPUNG TENGAH
1806,11,KABUPATEN LAMPUNG UTARA
1807,11,KABUPATEN WAY KANAN
1808,11,KABUPATEN TULANGBAWANG
1809,11,KABUPATEN PESAWARAN
1810,11,KABUPATEN PRINGSEWU
1811,11,KABUPATEN MESUJI
1812,11,KABUPATEN TULANG BAWANG BARAT
1813,11,KABUPATEN PESISIR BARAT
1871,11,KOTA BANDAR LAMPUNG
1872,11,KOTA METRO
1901,11,KABUPATEN BANGKA
1902,11,KABUPATEN BELITUNG
1903,11,KABUPATEN BANGKA BARAT
1904,11,KABUPATEN BANGKA TENGAH
1905,11,KABUPATEN BANGKA SELATAN
1906,11,KABUPATEN BELITUNG TIMUR
1971,11,KOTA PANGKAL PINANG
2101,11,KABUPATEN KARIMUN
2102,11,KABUPATEN BINTAN
2103,11,KABUPATEN NATUNA
2104,11,KABUPATEN LINGGA
2105,11,KABUPATEN KEPULAUAN ANAMBAS
2171,11,KOTA B A T A M
2172,11,KOTA TANJUNG PINANG
3101,11,KABUPATEN KEPULAUAN SERIBU
3171,11,KOTA JAKARTA SELATAN
3172,11,KOTA JAKARTA TIMUR
3173,11,KOTA JAKARTA PUSAT
3174,11,KOTA JAKARTA BARAT
3175,11,KOTA JAKARTA UTARA
3201,11,KABUPATEN BOGOR
3202,11,KABUPATEN SUKABUMI
3203,11,KABUPATEN CIANJUR
3204,11,KABUPATEN BANDUNG
3205,11,KABUPATEN GARUT
3206,11,KABUPATEN TASIKMALAYA
3207,11,KABUPATEN CIAMIS
3208,11,KABUPATEN KUNINGAN
3209,11,KABUPATEN CIREBON
3210,11,KABUPATEN MAJALENGKA
3211,11,KABUPATEN SUMEDANG
3212,11,KABUPATEN INDRAMAYU
3213,11,KABUPATEN SUBANG
3214,11,KABUPATEN PURWAKARTA
3215,11,KABUPATEN KARAWANG
3216,11,KABUPATEN BEKASI
3217,11,KABUPATEN BANDUNG BARAT
3218,11,KABUPATEN PANGANDARAN
3271,11,KOTA BOGOR
3272,11,KOTA SUKABUMI
3273,11,KOTA BANDUNG
3274,11,KOTA CIREBON
3275,11,KOTA BEKASI
3276,11,KOTA DEPOK
3277,11,KOTA CIMAHI
3278,11,KOTA TASIKMALAYA
3279,11,KOTA BANJAR
3301,11,KABUPATEN CILACAP
3302,11,KABUPATEN BANYUMAS
3303,11,KABUPATEN PURBALINGGA
3304,11,KABUPATEN BANJARNEGARA
3305,11,KABUPATEN KEBUMEN
3306,11,KABUPATEN PURWOREJO
3307,11,KABUPATEN WONOSOBO
3308,11,KABUPATEN MAGELANG
3309,11,KABUPATEN BOYOLALI
3310,11,KABUPATEN KLATEN
3311,11,KABUPATEN SUKOHARJO
3312,11,KABUPATEN WONOGIRI
3313,11,KABUPATEN KARANGANYAR
3314,11,KABUPATEN SRAGEN
3315,11,KABUPATEN GROBOGAN
3316,11,KABUPATEN BLORA
3317,11,KABUPATEN REMBANG
3318,11,KABUPATEN PATI
3319,11,KABUPATEN KUDUS
3320,11,KABUPATEN JEPARA
3321,11,KABUPATEN DEMAK
3322,11,KABUPATEN SEMARANG
3323,11,KABUPATEN TEMANGGUNG
3324,11,KABUPATEN KENDAL
3325,11,KABUPATEN BATANG
3326,11,KABUPATEN PEKALONGAN
3327,11,KABUPATEN PEMALANG
3328,11,KABUPATEN TEGAL
3329,11,KABUPATEN BREBES
3371,11,KOTA MAGELANG
3372,11,KOTA SURAKARTA
3373,11,KOTA SALATIGA
3374,11,KOTA SEMARANG
3375,11,KOTA PEKALONGAN
3376,11,KOTA TEGAL
3401,11,KABUPATEN KULON PROGO
3402,11,KABUPATEN BANTUL
3403,11,KABUPATEN GUNUNG KIDUL
3404,11,KABUPATEN SLEMAN
3471,11,KOTA YOGYAKARTA
3501,11,KABUPATEN PACITAN
3502,11,KABUPATEN PONOROGO
3503,11,KABUPATEN TRENGGALEK
3504,11,KABUPATEN TULUNGAGUNG
3505,11,KABUPATEN BLITAR
3506,11,KABUPATEN KEDIRI
3507,11,KABUPATEN MALANG
3508,11,KABUPATEN LUMAJANG
3509,11,KABUPATEN JEMBER
3510,11,KABUPATEN BANYUWANGI
3511,11,KABUPATEN BONDOWOSO
3512,11,KABUPATEN SITUBONDO
3513,11,KABUPATEN PROBOLINGGO
3514,11,KABUPATEN PASURUAN
3515,11,KABUPATEN SIDOARJO
3516,11,KABUPATEN MOJOKERTO
3517,11,KABUPATEN JOMBANG
3518,11,KABUPATEN NGANJUK
3519,11,KABUPATEN MADIUN
3520,11,KABUPATEN MAGETAN
3521,11,KABUPATEN NGAWI
3522,11,KABUPATEN BOJONEGORO
3523,11,KABUPATEN TUBAN
3524,11,KABUPATEN LAMONGAN
3525,11,KABUPATEN GRESIK
3526,11,KABUPATEN BANGKALAN
3527,11,KABUPATEN SAMPANG
3528,11,KABUPATEN PAMEKASAN
3529,11,KABUPATEN SUMENEP
3571,11,KOTA KEDIRI
3572,11,KOTA BLITAR
3573,11,KOTA MALANG
3574,11,KOTA PROBOLINGGO
3575,11,KOTA PASURUAN
3576,11,KOTA MOJOKERTO
3577,11,KOTA MADIUN
3578,11,KOTA SURABAYA
3579,11,KOTA BATU
3601,11,KABUPATEN PANDEGLANG
3602,11,KABUPATEN LEBAK
3603,11,KABUPATEN TANGERANG
3604,11,KABUPATEN SERANG
3671,11,KOTA TANGERANG
3672,11,KOTA CILEGON
3673,11,KOTA SERANG
3674,11,KOTA TANGERANG SELATAN
5101,11,KABUPATEN JEMBRANA
5102,11,KABUPATEN TABANAN
5103,11,KABUPATEN BADUNG
5104,11,KABUPATEN GIANYAR
5105,11,KABUPATEN KLUNGKUNG
5106,11,KABUPATEN BANGLI
5107,11,KABUPATEN KARANG ASEM
5108,11,KABUPATEN BULELENG
5171,11,KOTA DENPASAR
5201,11,KABUPATEN LOMBOK BARAT
5202,11,KABUPATEN LOMBOK TENGAH
5203,11,KABUPATEN LOMBOK TIMUR
5204,11,KABUPATEN SUMBAWA
5205,11,KABUPATEN DOMPU
5206,11,KABUPATEN BIMA
5207,11,KABUPATEN SUMBAWA BARAT
5208,11,KABUPATEN LOMBOK UTARA
5271,11,KOTA MATARAM
5272,11,KOTA BIMA
5301,11,KABUPATEN SUMBA BARAT
5302,11,KABUPATEN SUMBA TIMUR
5303,11,KABUPATEN KUPANG
5304,11,KABUPATEN TIMOR TENGAH SELATAN
5305,11,KABUPATEN TIMOR TENGAH UTARA
5306,11,KABUPATEN BELU
5307,11,KABUPATEN ALOR
5308,11,KABUPATEN LEMBATA
5309,11,KABUPATEN FLORES TIMUR
5310,11,KABUPATEN SIKKA
5311,11,KABUPATEN ENDE
5312,11,KABUPATEN NGADA
5313,11,KABUPATEN MANGGARAI
5314,11,KABUPATEN ROTE NDAO
5315,11,KABUPATEN MANGGARAI BARAT
5316,11,KABUPATEN SUMBA TENGAH
5317,11,KABUPATEN SUMBA BARAT DAYA
5318,11,KABUPATEN NAGEKEO
5319,11,KABUPATEN MANGGARAI TIMUR
5320,11,KABUPATEN SABU RAIJUA
5321,11,KABUPATEN MALAKA
5371,11,KOTA KUPANG
6101,11,KABUPATEN SAMBAS
6102,11,KABUPATEN BENGKAYANG
6103,11,KABUPATEN LANDAK
6104,11,KABUPATEN MEMPAWAH
6105,11,KABUPATEN SANGGAU
6106,11,KABUPATEN KETAPANG
6107,11,KABUPATEN SINTANG
6108,11,KABUPATEN KAPUAS HULU
6109,11,KABUPATEN SEKADAU
6110,11,KABUPATEN MELAWI
6111,11,KABUPATEN KAYONG UTARA
6112,11,KABUPATEN KUBU RAYA
6171,11,KOTA PONTIANAK
6172,11,KOTA SINGKAWANG
6201,11,KABUPATEN KOTAWARINGIN BARAT
6202,11,KABUPATEN KOTAWARINGIN TIMUR
6203,11,KABUPATEN KAPUAS
6204,11,KABUPATEN BARITO SELATAN
6205,11,KABUPATEN BARITO UTARA
6206,11,KABUPATEN SUKAMARA
6207,11,KABUPATEN LAMANDAU
6208,11,KABUPATEN SERUYAN
6209,11,KABUPATEN KATINGAN
6210,11,KABUPATEN PULANG PISAU
6211,11,KABUPATEN GUNUNG MAS
6212,11,KABUPATEN BARITO TIMUR
6213,11,KABUPATEN MURUNG RAYA
6271,11,KOTA PALANGKA RAYA
6301,11,KABUPATEN TANAH LAUT
6302,11,KABUPATEN KOTA BARU
6303,11,KABUPATEN BANJAR
6304,11,KABUPATEN BARITO KUALA
6305,11,KABUPATEN TAPIN
6306,11,KABUPATEN HULU SUNGAI SELATAN
6307,11,KABUPATEN HULU SUNGAI TENGAH
6308,11,KABUPATEN HULU SUNGAI UTARA
6309,11,KABUPATEN TABALONG
6310,11,KABUPATEN TANAH BUMBU
6311,11,KABUPATEN BALANGAN
6371,11,KOTA BANJARMASIN
6372,11,KOTA BANJAR BARU
6401,11,KABUPATEN PASER
6402,11,KABUPATEN KUTAI BARAT
6403,11,KABUPATEN KUTAI KARTANEGARA
6404,11,KABUPATEN KUTAI TIMUR
6405,11,KABUPATEN BERAU
6409,11,KABUPATEN PENAJAM PASER UTARA
6411,11,KABUPATEN MAHAKAM HULU
6471,11,KOTA BALIKPAPAN
6472,11,KOTA SAMARINDA
6474,11,KOTA BONTANG
6501,11,KABUPATEN MALINAU
6502,11,KABUPATEN BULUNGAN
6503,11,KABUPATEN TANA TIDUNG
6504,11,KABUPATEN NUNUKAN
6571,11,KOTA TARAKAN
7101,11,KABUPATEN BOLAANG MONGONDOW
7102,11,KABUPATEN MINAHASA
7103,11,KABUPATEN KEPULAUAN SANGIHE
7104,11,KABUPATEN KEPULAUAN TALAUD
7105,11,KABUPATEN MINAHASA SELATAN
7106,11,KABUPATEN MINAHASA UTARA
7107,11,KABUPATEN BOLAANG MONGONDOW UTARA
7108,11,KABUPATEN SIAU TAGULANDANG BIARO
7109,11,KABUPATEN MINAHASA TENGGARA
7110,11,KABUPATEN BOLAANG MONGONDOW SELATAN
7111,11,KABUPATEN BOLAANG MONGONDOW TIMUR
7171,11,KOTA MANADO
7172,11,KOTA BITUNG
7173,11,KOTA TOMOHON
7174,11,KOTA KOTAMOBAGU
7201,11,KABUPATEN BANGGAI KEPULAUAN
7202,11,KABUPATEN BANGGAI
7203,11,KABUPATEN MOROWALI
7204,11,KABUPATEN POSO
7205,11,KABUPATEN DONGGALA
7206,11,KABUPATEN TOLI-TOLI
7207,11,KABUPATEN BUOL
7208,11,KABUPATEN PARIGI MOUTONG
7209,11,KABUPATEN TOJO UNA-UNA
7210,11,KABUPATEN SIGI
7211,11,KABUPATEN BANGGAI LAUT
7212,11,KABUPATEN MOROWALI UTARA
7271,11,KOTA PALU
7301,11,KABUPATEN KEPULAUAN SELAYAR
7302,11,KABUPATEN BULUKUMBA
7303,11,KABUPATEN BANTAENG
7304,11,KABUPATEN JENEPONTO
7305,11,KABUPATEN TAKALAR
7306,11,KABUPATEN GOWA
7307,11,KABUPATEN SINJAI
7308,11,KABUPATEN MAROS
7309,11,KABUPATEN PANGKAJENE DAN KEPULAUAN
7310,11,KABUPATEN BARRU
7311,11,KABUPATEN BONE
7312,11,KABUPATEN SOPPENG
7313,11,KABUPATEN WAJO
7314,11,KABUPATEN SIDENRENG RAPPANG
7315,11,KABUPATEN PINRANG
7316,11,KABUPATEN ENREKANG
7317,11,KABUPATEN LUWU
7318,11,KABUPATEN TANA TORAJA
7322,11,KABUPATEN LUWU UTARA
7325,11,KABUPATEN LUWU TIMUR
7326,11,KABUPATEN TORAJA UTARA
7371,11,KOTA MAKASSAR
7372,11,KOTA PAREPARE
7373,11,KOTA PALOPO
7401,11,KABUPATEN BUTON
7402,11,KABUPATEN MUNA
7403,11,KABUPATEN KONAWE
7404,11,KABUPATEN KOLAKA
7405,11,KABUPATEN KONAWE SELATAN
7406,11,KABUPATEN BOMBANA
7407,11,KABUPATEN WAKATOBI
7408,11,KABUPATEN KOLAKA UTARA
7409,11,KABUPATEN BUTON UTARA
7410,11,KABUPATEN KONAWE UTARA
7411,11,KABUPATEN KOLAKA TIMUR
7412,11,KABUPATEN KONAWE KEPULAUAN
7413,11,KABUPATEN MUNA BARAT
7414,11,KABUPATEN BUTON TENGAH
7415,11,KABUPATEN BUTON SELATAN
7471,11,KOTA KENDARI
7472,11,KOTA BAUBAU
7501,11,KABUPATEN BOALEMO
7502,11,KABUPATEN GORONTALO
7503,11,KABUPATEN POHUWATO
7504,11,KABUPATEN BONE BOLANGO
7505,11,KABUPATEN GORONTALO UTARA
7571,11,KOTA GORONTALO
7601,11,KABUPATEN MAJENE
7602,11,KABUPATEN POLEWALI MANDAR
7603,11,KABUPATEN MAMASA
7604,11,KABUPATEN MAMUJU
7605,11,KABUPATEN MAMUJU UTARA
7606,11,KABUPATEN MAMUJU TENGAH
8101,11,KABUPATEN MALUKU TENGGARA BARAT
8102,11,KABUPATEN MALUKU TENGGARA
8103,11,KABUPATEN MALUKU TENGAH
8104,11,KABUPATEN BURU
8105,11,KABUPATEN KEPULAUAN ARU
8106,11,KABUPATEN SERAM BAGIAN BARAT
8107,11,KABUPATEN SERAM BAGIAN TIMUR
8108,11,KABUPATEN MALUKU BARAT DAYA
8109,11,KABUPATEN BURU SELATAN
8171,11,KOTA AMBON
8172,11,KOTA TUAL
8201,11,KABUPATEN HALMAHERA BARAT
8202,11,KABUPATEN HALMAHERA TENGAH
8203,11,KABUPATEN KEPULAUAN SULA
8204,11,KABUPATEN HALMAHERA SELATAN
8205,11,KABUPATEN HALMAHERA UTARA
8206,11,KABUPATEN HALMAHERA TIMUR
8207,11,KABUPATEN PULAU MOROTAI
8208,11,KABUPATEN PULAU TALIABU
8271,11,KOTA TERNATE
8272,11,KOTA TIDORE KEPULAUAN
9101,11,KABUPATEN FAKFAK
9102,11,KABUPATEN KAIMANA
9103,11,KABUPATEN TELUK WONDAMA
9104,11,KABUPATEN TELUK BINTUNI
9105,11,KABUPATEN MANOKWARI
9106,11,KABUPATEN SORONG SELATAN
9107,11,KABUPATEN SORONG
9108,11,KABUPATEN RAJA AMPAT
9109,11,KABUPATEN TAMBRAUW
9110,11,KABUPATEN MAYBRAT
9111,11,KABUPATEN MANOKWARI SELATAN
9112,11,KABUPATEN PEGUNUNGAN ARFAK
9171,11,KOTA SORONG
9401,11,KABUPATEN MERAUKE
9402,11,KABUPATEN JAYAWIJAYA
9403,11,KABUPATEN JAYAPURA
9404,11,KABUPATEN NABIRE
9408,11,KABUPATEN KEPULAUAN YAPEN
9409,11,KABUPATEN BIAK NUMFOR
9410,11,KABUPATEN PANIAI
9411,11,KABUPATEN PUNCAK JAYA
9412,11,KABUPATEN MIMIKA
9413,11,KABUPATEN BOVEN DIGOEL
9414,11,KABUPATEN MAPPI
9415,11,KABUPATEN ASMAT
9416,11,KABUPATEN YAHUKIMO
9417,11,KABUPATEN PEGUNUNGAN BINTANG
9418,11,KABUPATEN TOLIKARA
9419,11,KABUPATEN SARMI
9420,11,KABUPATEN KEEROM
9426,11,KABUPATEN WAROPEN
9427,11,KABUPATEN SUPIORI
9428,11,KABUPATEN MAMBERAMO RAYA
9429,11,KABUPATEN NDUGA
9430,11,KABUPATEN LANNY JAYA
9431,11,KABUPATEN MAMBERAMO TENGAH
9432,11,KABUPATEN YALIMO
9433,11,KABUPATEN PUNCAK
9434,11,KABUPATEN DOGIYAI
9435,11,KABUPATEN INTAN JAYA
9436,11,KABUPATEN DEIYAI
9471,11,KOTA JAYAPURA
